McMahon_aband
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Ti	Ti	Ti	Ti	Cr	Cr	Cr	Cr	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Co	Co	Co	Co	Ni	Ni	Ni	Ni	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Ga	Ga	Ga	Ga	Ge	Ge	Ge	Ge	As	As	As	As	Se	Se	Se	Se	Br	Br	Br	Br	Sr	Sr	Sr	Sr	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Ru	Ru	Ru	Ru	Rh	Rh	Rh	Rh	Pd	Pd	Pd	Pd	Ag	Ag	Ag	Ag	Cd	Cd	Cd	Cd	In	In	In	In	Sn	Sn	Sn	Sn	Sb	Sb	Sb	Sb	I	I	I	I	Cs	Cs	Cs	Cs	Ba	Ba	Ba	Ba	Ta	Ta	Ta	Ta	W	W	W	W	Ir	Ir	Ir	Ir	Pt	Pt	Pt	Pt	Au	Au	Au	Au	Hg	Hg	Hg	Hg	Tl	Tl	Tl	Tl	Pb	Pb	Pb	Pb	Bi	Bi	Bi	Bi	
Cr.E.4.60-100.16	TQ Powders	9/4/2018 5:22:37 PM	13.4738	0.1675	0.0057	7.0898	0.013	20.39	0.04	1083.3658	0.0016	12.67	0.03	1254.7510	0.0016	0.01462	0.00044	9.0639	0.0017	0.00708	0.00045	3.3570	0.00076	< 0.00066	(0.00034)	1.7843	0.00065	0.2792	0.0009	792.1204	0.00100	0.00044	0.00002	26.0706	0.00038	13820	10	14642.4605	0.1	124.5	0.7	326.8471	0.8	147.7	0.6	509.6970	0.4	87280	80	56058.8764	0.1	12.4	2.7	4.2189	12	39.4	1.1	41.9851	1.7	27.3	1.0	34.1001	1.2	25.7	0.6	45.4620	0.8	42.9	0.7	102.6059	0.9	2.5	0.5	4.5535	0.9	19.8	0.5	71.7063	0.5	< 0.5	(0.0)	0.0000	0.5	7.5	0.2	36.9952	0.4	17.7	0.3	154.6435	0.4	692.2	2.1	1051.1860	0.1	50.5	0.7	77.3125	1.1	5.3	0.4	13.0812	1.4	1.3	0.2	3.4762	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.6	(0.3)	2.3498	0.6	3.5	0.1	35.6464	0.9	2.3	0.3	4.9902	0.7	3.3	0.2	13.2387	0.7	10.4	0.3	24.7574	0.9	< 0.5	(0.0)	0.0000	0.5	3.3	0.3	25.4600	2.6	< 1.0	(0.0)	0.0000	1.0	26.1	0.8	111.9899	7.9	< 1.6	(0.0)	17.3847	1.6	3.9	0.5	7.3030	2.0									< 1.3	(0.9)	1.6439	1.3	< 0.7	(0.0)	0.2037	0.7	< 0.7	(0.0)	0.0000	0.7	20.1	0.9	40.5448	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.A2.2.10-20.16	TQ Powders	9/4/2018 5:37:59 PM	14.5729	0.3246	0.0092	9.1083	0.014	19.08	0.04	987.7851	0.0023	13.33	0.03	1324.2014	0.0017	0.02469	0.00075	9.4174	0.0018	0.01070	0.00052	4.8521	0.00080	< 0.00020	(0.0)	1.2661	0.00020	0.8182	0.0016	2287.0921	0.00001	< 0.0010	(0.0)	26.0857	0.00100	11490	10	11827.1270	0.1	165.1	0.8	420.4386	0.3	189.3	0.7	639.1496	0.4	100400	100	62807.4040	0.1	< 3.0	(0.0)	1.9838	3.0	32.9	1.1	34.4288	1.9	38.7	1.2	44.9398	1.4	26.5	0.7	43.4999	0.9	40.5	0.7	90.1836	0.9	< 0.7	(0.7)	1.2319	0.7	42.6	0.7	142.8027	0.5	< 0.5	(0.0)	0.0000	0.5	11.2	0.3	51.0992	0.4	13.2	0.3	107.4780	0.4	566.1	2.0	802.0963	0.1	40.9	0.7	59.2996	1.1	3.6	0.4	9.5835	1.4	1.6	0.2	4.0434	0.6	0.7	0.3	1.3760	0.6	0.5	0.1	2.8485	0.4	2.4	0.1	33.7355	0.9	2.4	0.3	5.0090	0.7	3.8	0.2	14.0856	0.7	9.3	0.4	21.0379	0.9	< 0.5	(0.0)	2.5950	0.5	< 0.7	(0.0)	12.5648	0.7	< 1.0	(0.0)	8.4007	1.0	142.8	2.0	242.0507	7.9	< 1.6	(0.0)	13.3908	1.6	2.2	0.3	6.2714	2.2									< 1.4	(0.3)	1.2159	1.4	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	24.0	1.4	45.2118	0.9	< 0.5	(0.0)	0.0000	0.5	
TM.E.1.0-10.16_2	TQ Powders	9/4/2018 6:08:09 PM	10.1174	0.2042	0.0061	7.6647	0.011	18.43	0.04	1007.6708	0.00068	16.48	0.03	1670.4726	0.00001	0.03895	0.00086	12.4033	0.0015	0.01793	0.00051	7.7424	0.00059	0.00256	0.00021	3.4560	0.00061	0.1779	0.0007	497.6295	0.00014	0.05791	0.00033	283.7138	0.00029	9057	10	9547.6579	0.1	77.1	0.6	206.8678	0.3	192.8	0.7	678.2056	0.3	42400	40	28101.8519	0.1	< 10	(4.5)	2.5543	10	32.8	0.8	42.3718	1.2	27.9	0.7	45.2844	0.8	20.5	0.5	47.1568	0.6	20.6	0.4	65.1180	0.6	< 0.5	(0.0)	0.0000	0.5	5.5	0.3	25.9131	0.3	< 0.5	(0.0)	0.0000	0.5	5.3	0.2	34.1656	0.2	6.4	0.1	73.7750	0.3	454.6	1.5	850.5580	0.1	28.5	0.5	53.9034	0.9	2.3	0.3	8.2499	1.1	0.7	0.2	2.2951	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	3.7	0.1	36.4236	0.9	2.7	0.3	6.4262	0.7	4.0	0.2	15.6066	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	14.1427	0.7	< 1.0	(0.0)	0.0000	1.0	11.9	0.5	94.6815	9.4	< 1.6	(0.0)	17.1406	1.6	2.4	0.3	5.9639	1.4									1.8	0.4	3.6408	0.8	< 0.7	(0.0)	2.7855	0.7	< 0.7	(0.0)	0.0000	0.7	12.1	0.5	31.5650	0.6	< 0.5	(0.0)	0.0000	0.5	
Cr.N.3.0-10.16	TQ Powders	9/5/2018 9:27:17 AM	13.5437	0.467	0.011	11.2442	0.013	18.45	0.04	986.5059	0.0020	15.30	0.03	1556.4232	0.0012	0.02236	0.00067	9.2683	0.0018	0.01405	0.00052	6.4008	0.00075	0.00165	0.00018	2.7692	0.00069	0.9353	0.0017	2592.4355	0.00001	0.00941	0.00026	65.2001	0.00066	11240	10	11415.2586	0.1	126.0	0.8	318.5523	0.3	518.2	1.2	1728.1674	0.4	84140	80	52698.5606	0.1	< 12	(5.2)	3.2370	12	38.0	1.2	40.3702	1.7	43.5	1.1	54.2595	1.2	29.4	0.7	51.7925	0.9	36.2	0.7	86.5158	0.9	1.5	0.5	2.7379	0.9	16.7	0.5	60.7051	0.5	< 0.5	(0.0)	0.0000	0.5	8.1	0.3	39.6572	0.4	20.0	0.3	175.9120	0.3	558.9	1.9	851.8296	0.1	40.1	0.6	62.7264	1.1	4.0	0.4	10.7933	1.3	1.1	0.2	2.9721	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.6	(0.2)	2.2381	0.6	3.0	0.1	34.8587	0.9	2.0	0.3	4.3077	0.7	3.8	0.2	14.4272	0.7	8.3	0.3	19.6734	0.9	< 0.5	(0.0)	2.9119	0.5	< 0.7	(0.0)	14.1865	0.7	< 1.0	(0.0)	16.1719	1.0	192.0	2.2	303.1032	7.9	< 1.6	(0.0)	19.4935	1.6	< 1.2	(0.0)	0.0000	1.2									< 1.3	(0.6)	1.2121	1.3	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	31.6	0.9	63.5856	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.N.4.0-10.16	TQ Powders	9/5/2018 9:41:13 AM	13.5703	0.3810	0.0100	9.9021	0.013	18.29	0.04	956.2874	0.0021	15.31	0.03	1535.4436	0.0012	0.02234	0.00066	9.4092	0.0018	0.01617	0.00055	7.1620	0.00075	0.00133	0.00016	2.5190	0.00069	0.7979	0.0016	2194.0036	0.00001	0.01757	0.00030	101.9282	0.00061	11490	10	11638.5722	0.1	124.7	0.8	314.5515	0.3	477.8	1.1	1588.8661	0.4	84200	80	52342.9067	0.1	27.7	4.2	6.0203	12	35.5	1.2	37.9393	1.7	46.8	1.1	58.1159	1.2	30.6	0.7	53.6716	0.9	37.2	0.7	88.5298	0.9	2.3	0.5	4.2313	0.9	13.9	0.5	50.2923	0.5	< 0.5	(0.0)	0.0000	0.5	8.4	0.3	40.8501	0.4	19.9	0.3	173.6660	0.3	588.3	1.9	881.1163	0.1	42.8	0.7	65.2126	1.1	2.1	0.3	7.1763	1.3	1.1	0.2	2.9620	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.5894	0.5	4.0	0.1	36.0981	0.9	2.3	0.3	4.6598	0.7	4.0	0.2	14.1960	0.7	9.4	0.4	20.6017	1.0	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	10.3671	0.7	< 1.0	(0.0)	11.1015	1.0	180.2	2.3	269.4113	8.7	< 1.6	(0.0)	18.7283	1.6	< 1.2	(0.0)	0.0000	1.2									1.2	0.6	2.0162	1.1	< 0.7	(0.0)	0.0426	0.7	< 0.7	(0.0)	0.0000	0.7	29.7	0.9	59.3228	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.N.1.10-20.16	TQ Powders	9/5/2018 9:55:08 AM	12.8101	0.4180	0.0100	10.6613	0.012	17.87	0.04	971.4849	0.0019	17.04	0.03	1755.2049	0.00062	0.01961	0.00059	8.9966	0.0018	0.00943	0.00048	4.2352	0.00074	< 0.00069	(0.00042)	1.8330	0.00069	0.8165	0.0016	2239.1196	0.00001	0.00329	0.00015	34.8698	0.00061	10340	10	10451.3664	0.1	114.9	0.7	291.0648	0.3	229.4	0.8	765.2121	0.4	74260	70	46784.3504	0.1	14.3	3.2	4.1737	12	22.0	1.1	26.3318	1.6	35.8	1.0	47.0477	1.1	20.0	0.6	37.1057	0.9	32.6	0.6	82.1290	0.8	< 0.5	(0.0)	0.0000	0.5	8.9	0.4	34.0968	0.4	< 0.5	(0.0)	0.0000	0.5	6.5	0.2	33.5560	0.3	16.2	0.2	150.5722	0.3	565.4	1.8	898.5908	0.1	37.9	0.6	61.6823	1.0	3.0	0.3	9.1064	1.3	0.9	0.2	2.6776	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	1.6	0.1	32.6745	0.9	2.1	0.3	4.5713	0.7	3.4	0.2	13.2797	0.7	8.6	0.4	19.7929	0.9	< 0.5	(0.0)	3.4978	0.5	< 0.7	(0.0)	19.1054	0.7	< 1.0	(0.0)	12.0615	1.0	158.5	2.2	254.5089	8.4	< 1.6	(0.0)	19.1630	1.6	< 1.2	(0.0)	0.0000	1.2									1.2	0.5	2.0245	1.2	< 0.7	(0.0)	2.0938	0.7	< 0.7	(0.0)	0.0000	0.7	18.9	0.7	40.1285	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.N.2.10-20.16	TQ Powders	9/5/2018 10:09:01 AM	12.8761	0.4050	0.0100	10.3015	0.013	18.06	0.04	953.4776	0.0019	17.32	0.03	1738.9167	0.00053	0.01845	0.00056	8.7246	0.0018	0.00969	0.00047	4.4068	0.00074	0.00075	0.00011	2.0753	0.00069	0.7931	0.0015	2131.1380	0.00001	0.00554	0.00020	43.9334	0.00060	10200	10	10121.9316	0.1	115.4	0.8	287.4658	0.3	369.2	1.0	1210.8830	0.4	73330	70	45312.4220	0.1	20.6	3.7	4.9346	12	31.9	1.1	35.4882	1.6	37.1	1.0	48.4416	1.2	20.9	0.6	38.4353	0.9	33.5	0.6	83.8339	0.8	< 0.5	(0.0)	0.0000	0.5	7.7	0.4	29.5255	0.4	< 0.5	(0.0)	0.0000	0.5	7.3	0.2	37.5443	0.3	17.9	0.2	164.8441	0.3	574.6	1.9	901.5443	0.1	39.5	0.6	63.1869	1.0	1.6	0.3	6.3709	1.3	1.0	0.2	2.8517	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.6	(0.0)	1.9052	0.6	3.5	0.1	35.5919	0.9	2.2	0.3	4.7326	0.7	3.7	0.2	13.8217	0.7	8.9	0.4	20.2654	1.0	< 0.5	(0.0)	3.3493	0.5	< 0.7	(0.0)	11.1763	0.7	< 1.0	(0.0)	14.5013	1.0	228.0	2.6	324.4166	8.7	< 1.6	(0.0)	16.1746	1.6	< 1.2	(0.0)	0.0000	1.2									< 1.2	(0.0)	0.0000	1.2	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	25.9	0.7	54.4729	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.E.1.10-20.16	TQ Powders	9/5/2018 10:22:55 AM	13.5274	0.3193	0.0089	9.1077	0.013	19.66	0.04	1030.2074	0.0018	14.39	0.03	1420.2048	0.0014	0.02575	0.00070	10.3912	0.0017	0.01458	0.00054	6.4066	0.00075	< 0.00069	(0.00023)	1.6968	0.00068	0.6005	0.0013	1654.2534	0.00001	0.00522	0.00016	46.4693	0.00053	12080	10	12335.8186	0.1	127.3	0.8	323.4713	0.3	197.5	0.7	661.4228	0.4	84810	80	53076.1340	0.1	19.6	3.5	4.9437	12	20.6	1.0	24.4050	1.6	35.6	1.0	44.3079	1.2	21.6	0.7	38.0108	0.9	40.6	0.7	96.7508	0.8	1.3	0.5	2.4362	0.9	13.4	0.5	48.5250	0.5	< 0.5	(0.0)	0.0000	0.5	10.1	0.3	49.4225	0.4	19.9	0.3	173.6984	0.3	626.1	2.0	941.7951	0.1	46.3	0.7	69.9240	1.1	3.7	0.4	10.0132	1.4	1.0	0.2	2.7320	0.6	< 0.5	(0.5)	1.0471	0.5	0.4	0.1	2.7560	0.4	3.3	0.1	35.0462	0.9	2.7	0.3	5.6926	0.7	3.4	0.2	13.0942	0.7	9.2	0.4	20.5199	1.0	< 0.5	(0.0)	1.8173	0.5	< 0.7	(0.0)	15.5855	0.7	< 1.0	(0.0)	9.1106	1.0	102.5	1.8	190.6601	8.6	< 1.6	(0.0)	14.7598	1.6	< 1.2	(0.0)	0.0000	1.2									1.3	0.6	2.1228	1.2	< 0.7	(0.0)	0.6554	0.7	< 0.7	(0.0)	0.0000	0.7	24.0	0.9	48.1831	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.E.2.10-20.16	TQ Powders	9/5/2018 10:36:51 AM	13.7661	0.3212	0.0090	9.1044	0.013	20.31	0.04	1056.6488	0.0018	13.35	0.03	1303.4463	0.0016	0.02374	0.00066	10.0439	0.0017	0.01438	0.00053	6.4459	0.00075	< 0.00069	(0.00049)	1.8937	0.00068	0.5858	0.0013	1622.1437	0.00001	0.00534	0.00016	48.1299	0.00053	12690	10	13016.7459	0.1	129.6	0.8	329.8898	0.3	295.5	0.9	991.5424	0.4	88190	80	55151.4215	0.1	< 3.0	(0.0)	1.8871	3.0	25.8	1.1	28.9110	1.7	31.8	1.1	38.9801	1.3	23.4	0.7	40.4638	0.9	40.4	0.7	94.7277	0.9	1.6	0.5	2.7802	0.9	19.7	0.5	70.1094	0.5	< 0.5	(0.0)	0.0000	0.5	10.9	0.3	52.2327	0.4	26.5	0.3	227.1678	0.4	637.6	2.0	942.4254	0.1	47.7	0.7	71.1255	1.1	2.8	0.3	8.2956	1.4	1.2	0.2	3.1619	0.6	< 0.5	(0.0)	0.0000	0.5	0.6	0.1	3.0898	0.5	3.8	0.1	35.7792	0.9	2.3	0.3	4.6768	0.7	3.9	0.2	13.9462	0.7	11.0	0.4	24.1654	1.0	0.8	0.1	5.5785	0.7	< 0.7	(0.0)	18.0218	0.7	< 1.0	(0.0)	7.2857	1.0	126.0	2.0	213.3646	8.6	< 1.6	(0.0)	18.6401	1.6	< 1.2	(0.0)	0.0000	1.2									1.4	0.5	2.3480	1.3	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	29.4	1.0	57.8795	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.E.3.10-20.16	TQ Powders	9/5/2018 10:50:45 AM	13.2606	0.1708	0.0057	7.1512	0.013	20.44	0.04	1092.0704	0.0016	12.81	0.03	1271.7456	0.0016	0.02252	0.00061	10.5505	0.0017	0.01640	0.00055	7.2712	0.00073	0.00417	0.00028	4.7227	0.00065	0.2559	0.0008	726.3809	0.00013	0.01001	0.00017	70.8300	0.00037	13440	10	14261.0902	0.1	125.6	0.7	330.2865	0.7	150.6	0.6	521.1482	0.4	84510	80	54526.3658	0.1	< 12	(0.0)	2.7844	12	37.9	1.1	41.0729	1.7	26.8	1.0	34.0038	1.2	26.7	0.7	47.9256	0.9	41.0	0.7	99.5878	0.9	1.7	0.5	3.1306	0.9	19.3	0.5	70.9507	0.5	< 0.5	(0.0)	0.0000	0.5	12.4	0.3	62.0782	0.3	18.5	0.2	164.5225	0.3	687.0	2.1	1048.0988	0.1	51.1	0.7	78.2290	1.0	4.7	0.4	12.0157	1.4	1.2	0.2	3.2671	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	4.5	0.1	36.9425	0.9	2.3	0.3	4.8644	0.7	3.7	0.2	13.7460	0.7	9.7	0.4	21.6960	1.0	< 0.5	(0.0)	3.3760	0.5	4.0	0.3	26.1247	2.8	< 1.0	(0.0)	5.7235	1.0	23.2	0.7	105.9630	8.7	< 1.6	(0.0)	16.2589	1.6	< 2.0	(1.0)	5.1215	2.0									< 1.3	(0.7)	1.4282	1.2	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	20.8	0.9	42.6310	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.E.4.10-20.16	TQ Powders	9/5/2018 11:04:39 AM	13.6086	0.1878	0.0062	7.3086	0.013	20.81	0.04	1081.1229	0.0016	12.71	0.03	1231.3605	0.0016	0.02374	0.00063	10.5552	0.0017	0.01443	0.00054	6.2895	0.00075	0.00100	0.00013	2.2785	0.00066	0.2853	0.0009	795.7457	0.00100	0.00145	0.00005	30.4364	0.00039	13730	10	14307.5331	0.1	134.0	0.7	345.8194	0.7	158.9	0.7	540.3521	0.4	87600	80	55362.9073	0.1	< 12	(0.0)	2.7995	12	37.2	1.1	39.5250	1.6	23.6	1.0	29.1928	1.2	28.3	0.7	49.4387	0.8	42.0	0.7	99.6133	0.9	< 0.2	(0.2)	0.4041	0.2	20.3	0.5	72.7439	0.5	< 0.5	(0.0)	0.0000	0.5	10.8	0.3	52.5701	0.4	17.2	0.3	148.7057	0.4	689.5	2.1	1025.4054	0.1	51.4	0.7	76.6695	1.0	3.4	0.4	9.3394	1.4	1.3	0.2	3.2970	0.6	< 0.5	(0.0)	0.0000	0.5	0.9	0.1	3.8365	0.6	4.3	0.1	36.5184	0.9	2.7	0.3	5.5989	0.7	3.5	0.2	13.0440	0.7	10.9	0.4	24.0499	0.9	< 0.5	(0.0)	0.0000	0.5	4.0	0.3	26.0640	2.8	< 1.0	(0.0)	9.4953	1.0	34.5	0.9	117.6838	8.5	< 1.6	(0.0)	18.1246	1.6	2.1	0.3	5.9453	2.0									2.1	0.6	3.4489	1.3	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	18.9	0.9	37.7933	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.E.1.40-60.16	TQ Powders	9/5/2018 11:18:35 AM	13.4408	0.3159	0.0088	9.1104	0.013	19.68	0.04	1041.8366	0.0018	14.10	0.03	1402.2290	0.0014	0.01723	0.00053	8.8961	0.0017	0.00798	0.00046	3.7452	0.00076	0.00079	0.00011	2.1214	0.00067	0.5844	0.0013	1625.8953	0.00001	0.00166	0.00007	30.5735	0.00052	12110	10	12492.7099	0.1	126.7	0.8	324.9890	0.3	179.3	0.7	606.2617	0.4	84600	80	53459.2468	0.1	16.3	3.2	4.5637	12	22.0	1.0	25.8373	1.7	34.3	1.0	42.9621	1.2	19.6	0.6	34.6644	0.9	40.0	0.7	95.9100	0.8	2.0	0.5	3.6195	0.9	13.7	0.5	49.9293	0.5	< 0.5	(0.0)	0.0000	0.5	8.3	0.2	40.6587	0.4	21.8	0.3	191.6340	0.3	628.1	2.0	949.7506	0.1	46.5	0.7	71.0645	1.0	4.4	0.4	11.4112	1.4	1.4	0.2	3.6194	0.6	< 0.5	(0.0)	0.0000	0.5	0.5	0.1	2.9099	0.5	2.9	0.1	34.4981	0.9	2.4	0.3	4.9661	0.7	3.9	0.2	14.2490	0.7	10.8	0.4	24.0970	0.9	< 1.3	(0.3)	4.6655	1.3	< 2.8	(0.0)	19.2872	2.8	< 1.0	(0.0)	10.7739	1.0	112.2	1.9	200.0266	8.5	< 1.6	(0.0)	15.9945	1.6	< 1.2	(0.0)	0.0000	1.2									1.1	0.5	1.9457	1.0	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	23.2	0.9	46.9106	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.E.2.40-60.16	TQ Powders	9/5/2018 11:32:28 AM	13.8125	0.3104	0.0088	8.9366	0.013	20.11	0.04	1042.6760	0.0019	13.01	0.03	1272.8709	0.0016	0.01961	0.00058	9.1813	0.0017	0.00843	0.00046	4.0700	0.00077	0.00097	0.00013	2.2615	0.00067	0.5809	0.0013	1619.1338	0.00001	0.00120	0.00006	29.3968	0.00052	12700	10	13116.4103	0.1	144.3	0.8	368.9019	0.3	248.2	0.8	838.3524	0.4	89520	80	56200.6457	0.1	18.2	3.3	4.9168	11	33.6	1.1	35.9837	1.6	37.9	1.1	46.2813	1.2	27.1	0.7	46.8034	0.8	43.4	0.7	101.5114	0.9	1.6	0.5	2.9297	0.9	15.2	0.5	54.0698	0.4	< 0.5	(0.0)	0.0000	0.5	8.6	0.3	41.2195	0.3	27.1	0.3	230.8409	0.4	626.9	2.0	923.1267	0.1	48.0	0.7	71.2988	1.1	4.8	0.4	11.8650	1.4	1.9	0.2	4.7001	0.6	< 0.5	(0.0)	0.0000	0.5	0.7	0.1	3.2019	0.6	5.0	0.1	37.4437	0.9	2.5	0.3	5.0505	0.7	3.9	0.2	14.0036	0.7	8.7	0.4	19.0662	1.0	< 0.5	(0.0)	0.0000	0.5	< 2.8	(1.6)	22.2076	2.8	< 1.0	(0.0)	11.5025	1.0	123.2	2.0	210.7791	8.6	< 1.6	(0.0)	17.9556	1.6	< 1.2	(0.0)	0.0000	1.2									3.6	0.6	5.2939	1.2	< 0.7	(0.0)	4.9458	0.7	< 0.7	(0.0)	0.1305	0.7	31.1	0.9	60.9156	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.E.3.40-60.16	TQ Powders	9/5/2018 11:46:24 AM	13.5899	0.1895	0.0062	7.3547	0.013	20.78	0.04	1087.8684	0.0016	12.91	0.03	1258.0537	0.0016	0.01661	0.00050	9.1324	0.0017	0.00864	0.00047	4.0034	0.00076	0.00142	0.00017	2.6009	0.00066	0.2679	0.0009	748.1588	0.00011	0.00063	0.00003	26.6127	0.00038	13720	10	14316.4187	0.1	129.4	0.7	334.3459	0.8	154.2	0.7	524.8168	0.4	87450	80	55428.6497	0.1	12.1	2.7	4.1372	11	39.5	1.1	41.7466	1.6	25.0	1.0	30.9352	1.2	27.1	0.6	47.5560	0.8	40.5	0.7	96.2076	0.9	3.1	0.5	5.6075	0.9	18.9	0.5	68.0257	0.5	< 0.5	(0.0)	0.0000	0.5	9.7	0.3	47.4119	0.3	19.1	0.3	165.6748	0.3	674.8	2.1	1007.3327	0.1	52.0	0.7	77.9298	1.1	5.3	0.4	12.8234	1.4	1.3	0.2	3.4743	0.6	< 0.5	(0.0)	0.0000	0.5	0.7	0.1	3.2451	0.6	4.3	0.1	36.5401	0.9	2.5	0.3	5.1752	0.7	3.9	0.2	14.1625	0.7	10.2	0.4	22.4983	1.0	< 0.5	(0.0)	3.6914	0.5	< 0.7	(0.0)	18.4571	0.7	< 1.0	(0.0)	7.4673	1.0	28.3	0.8	111.1766	8.7	< 1.6	(0.0)	20.0949	1.6	1.6	0.3	5.6364	1.5									2.5	0.6	3.8921	1.2	< 0.7	(0.0)	1.7587	0.7	< 0.7	(0.0)	0.0000	0.7	22.8	0.9	45.5955	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.E.4.40-60.16	TQ Powders	9/5/2018 12:00:18 PM	13.5015	0.2154	0.0068	7.7412	0.013	20.79	0.04	1100.9381	0.0015	12.65	0.03	1242.5245	0.0016	0.01810	0.00052	9.6501	0.0017	0.00873	0.00048	3.9965	0.00075	0.00063	0.00010	2.0110	0.00057	0.2828	0.0009	797.4156	0.00100	0.00050	0.00002	26.1496	0.00039	13720	10	14442.2627	0.1	125.3	0.7	326.9571	0.8	152.7	0.6	524.1514	0.4	87050	80	55676.2412	0.1	< 12	(0.0)	2.8398	12	40.8	1.1	43.2496	1.6	30.0	1.0	37.4250	1.2	25.8	0.6	45.5389	0.8	44.0	0.7	104.9727	0.8	< 0.5	(0.0)	0.0000	0.5	20.8	0.5	75.1978	0.5	< 0.5	(0.0)	0.0000	0.5	8.9	0.3	43.4380	0.4	17.0	0.2	148.8453	0.4	692.7	2.1	1041.8236	0.1	51.9	0.7	78.2277	1.1	4.9	0.4	12.2684	1.4	1.1	0.2	2.9130	0.6	< 0.5	(0.5)	0.9911	0.5	0.7	0.1	3.4206	0.6	3.9	0.1	35.9229	0.9	2.0	0.3	4.2305	0.7	4.0	0.2	14.3716	0.7	10.6	0.4	23.5094	1.0	< 0.5	(0.0)	3.4811	0.5	4.6	0.3	27.2443	2.8	< 1.0	(0.0)	6.4787	1.0	34.5	0.9	117.9822	8.6	< 1.6	(0.0)	14.0543	1.6	4.3	0.5	7.5922	2.0									1.4	0.5	2.4052	1.3	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	18.8	1.0	37.9322	0.8	< 0.5	(0.0)	0.0000	0.5	
